store_code_uc,store_zip3,fips_state_code,fips_state_descr,fips_county_code,fips_county_descr,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,years_all
2106406,900,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,1,1,10
2106798,468,18,IN,3,ALLEN,1,1,1,1,1,1,1,0,0,0,7
2107527,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2108813,468,18,IN,3,ALLEN,1,1,1,1,1,1,1,1,1,1,10
2109139,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2109303,852,4,AZ,13,MARICOPA,1,1,1,1,1,1,1,1,1,1,10
2109411,785,48,TX,61,CAMERON,1,1,1,1,1,1,1,1,1,1,10
2109787,296,45,SC,73,OCONEE,1,1,1,1,1,1,1,1,0,0,8
2109792,773,48,TX,339,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2109995,71,34,NJ,13,ESSEX,1,1,1,1,1,1,1,1,1,1,10
2110023,950,6,CA,85,SANTA CLARA,1,1,1,1,1,1,1,1,1,1,10
2110561,790,48,TX,117,DEAF SMITH,1,1,1,1,1,1,1,1,1,1,10
2110910,605,17,IL,43,DU PAGE,1,1,1,1,1,1,0,0,0,0,6
2111557,207,24,MD,33,PRNC GEORGES,1,1,1,1,1,1,0,0,0,0,6
2111975,713,22,LA,25,CATAHOULA,1,1,1,1,1,1,1,1,1,1,10
2111979,380,47,TN,47,FAYETTE,1,1,1,1,1,1,0,0,0,0,6
2112966,773,48,TX,471,WALKER,1,1,1,1,1,1,1,1,1,1,10
2113246,468,18,IN,3,ALLEN,1,1,1,1,1,1,0,0,0,0,6
2113479,175,42,PA,71,LANCASTER,1,1,1,1,1,1,1,1,1,1,10
2113825,297,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2114139,347,12,FL,95,ORANGE,1,1,1,1,1,1,1,1,1,1,10
2114170,793,48,TX,17,BAILEY,1,1,1,1,1,1,1,1,1,0,9
2114545,781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2114945,281,37,NC,179,UNION,1,1,1,1,1,1,1,1,1,1,10
2115379,665,20,KS,131,NEMAHA,1,1,1,1,1,1,1,1,1,0,9
2116298,952,6,CA,77,SAN JOAQUIN,1,1,1,1,1,1,1,1,1,1,10
2116471,334,12,FL,99,PALM BEACH,1,1,1,1,1,1,1,1,1,1,10
2116846,275,37,NC,183,WAKE,1,1,1,1,1,1,1,1,1,1,10
2116991,625,17,IL,173,SHELBY,1,1,1,1,1,1,0,0,0,0,6
2117394,670,20,KS,115,MARION,1,1,1,1,1,1,1,1,1,0,9
2117797,676,20,KS,147,PHILLIPS,1,1,1,1,1,1,1,1,1,0,9
2117847,982,53,WA,61,SNOHOMISH,1,1,1,1,1,1,1,1,1,1,10
2118200,859,4,AZ,1,APACHE,1,1,1,1,1,1,1,1,1,0,9
2118209,31,33,NH,11,HILLSBOROUGH,1,1,1,1,1,1,1,1,1,1,10
2118485,468,18,IN,3,ALLEN,1,1,1,1,1,1,1,1,1,1,10
2118496,62,9,CT,15,WINDHAM,1,1,1,1,1,1,1,1,1,1,10
2118603,674,20,KS,53,ELLSWORTH,1,1,1,1,1,1,1,1,1,0,9
2118612,136,36,NY,45,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2119006,766,48,TX,35,BOSQUE,1,1,1,1,1,1,1,1,1,0,9
2119373,393,28,MS,75,LAUDERDALE,1,1,1,1,1,1,1,1,1,1,10
2119409,521,19,IA,65,FAYETTE,1,1,1,1,1,1,1,1,1,0,9
2119812,582,38,ND,97,TRAILL,1,1,1,1,1,1,1,1,1,0,9
2119862,300,13,GA,67,COBB,1,1,1,1,1,1,1,1,1,1,10
2120020,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2120215,840,49,UT,13,DUCHESNE,1,1,1,1,1,1,1,1,1,0,9
2120577,802,8,CO,31,DENVER,1,1,1,1,1,1,1,1,1,1,10
2120618,768,48,TX,83,COLEMAN,1,1,1,1,1,1,1,1,1,0,9
2120668,339,12,FL,71,LEE,1,1,1,1,1,1,1,1,1,1,10
2121030,32,33,NH,13,MERRIMACK,1,1,1,1,1,1,1,1,1,1,10
2121990,921,6,CA,73,SAN DIEGO,1,1,1,1,1,1,1,1,1,1,10
2122230,609,17,IL,53,FORD,1,1,1,1,1,1,1,1,1,0,9
2122393,919,6,CA,73,SAN DIEGO,1,1,1,1,1,1,1,1,1,1,10
2122488,154,42,PA,51,FAYETTE,1,1,1,1,1,1,0,0,0,0,6
2122515,468,18,IN,3,ALLEN,1,1,1,1,1,1,1,1,1,1,10
2122633,624,17,IL,79,JASPER,1,1,1,1,1,1,1,1,1,0,9
2123045,128,36,NY,113,WARREN,1,1,1,1,1,1,1,1,1,1,10
2123100,970,41,OR,55,SHERMAN,1,1,1,1,1,1,1,1,1,1,10
2123647,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2123687,23,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
2123851,335,12,FL,57,HILLSBOROUGH,1,1,1,1,1,1,1,1,1,1,10
2123860,198,10,DE,3,NEW CASTLE,1,1,1,1,1,1,0,0,0,0,6
2124263,198,10,DE,3,NEW CASTLE,1,1,1,1,1,1,1,1,1,1,10
2124468,650,29,MO,73,GASCONADE,1,1,1,1,1,1,1,1,1,0,9
2124666,197,10,DE,3,NEW CASTLE,1,1,1,1,1,1,1,1,1,1,10
2125069,197,10,DE,3,NEW CASTLE,1,1,1,1,1,1,1,1,1,1,10
2125404,921,6,CA,73,SAN DIEGO,1,1,1,1,1,1,1,1,1,1,10
2125472,197,10,DE,3,NEW CASTLE,1,1,1,1,1,1,1,1,1,1,10
2125739,468,18,IN,3,ALLEN,1,1,1,1,1,1,1,1,1,1,10
2126278,83,34,NJ,11,CUMBERLAND,1,1,1,1,1,1,1,1,1,1,10
2126627,450,39,OH,17,BUTLER,1,1,1,1,1,1,1,1,1,1,10
2126681,197,10,DE,3,NEW CASTLE,1,1,1,1,1,1,1,1,1,1,10
2127034,60,9,CT,13,TOLLAND,1,1,1,1,1,1,1,1,1,1,10
2127700,770,48,TX,201,HARRIS,1,1,1,1,1,1,1,1,1,1,10
2127890,219,24,MD,15,CECIL,1,1,1,1,1,1,1,1,0,0,8
2128080,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2128457,864,4,AZ,15,MOHAVE,1,1,1,1,1,1,1,1,1,1,10
2128551,635,29,MO,1,ADAIR,1,1,1,1,1,1,1,0,0,0,7
2128696,80,34,NJ,5,BURLINGTON,1,1,1,1,1,1,1,1,1,1,10
2129339,700,22,LA,51,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2129905,80,34,NJ,7,CAMDEN,1,1,1,1,1,1,1,1,1,1,10
2130095,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2130308,198,10,DE,3,NEW CASTLE,1,1,1,1,1,1,1,1,1,1,10
2131658,127,36,NY,71,ORANGE,1,1,1,1,1,1,1,1,1,1,10
2131681,451,39,OH,27,CLINTON,1,1,1,1,1,1,1,1,1,1,10
2132074,980,53,WA,33,KING,1,1,1,1,1,1,1,1,1,1,10
2132387,300,13,GA,135,GWINNETT,1,1,1,1,1,1,1,1,1,1,10
2132464,236,51,VA,650,HAMPTON CITY,1,1,1,1,1,1,1,1,1,1,10
2132477,950,6,CA,85,SANTA CLARA,1,1,1,1,1,1,1,1,1,1,10
2132513,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2132867,474,18,IN,93,LAWRENCE,1,1,1,1,1,1,1,1,1,1,10
2133270,35,33,NH,7,COOS,1,1,1,1,1,1,1,1,1,1,10
2133696,352,1,AL,73,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2133722,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2134023,757,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5
2134058,371,47,TN,149,RUTHERFORD,1,1,1,1,1,1,1,1,1,1,10
2134528,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,0,0,0,7
2134932,392,28,MS,49,HINDS,1,1,1,1,1,1,1,1,1,1,10
2135144,288,37,NC,21,BUNCOMBE,1,1,1,1,1,1,1,1,1,1,10
2135547,288,37,NC,21,BUNCOMBE,1,1,1,1,1,1,0,0,0,0,6
2136593,322,12,FL,31,DUVAL,1,1,1,1,1,1,1,1,1,1,10
2136756,292,45,SC,79,RICHLAND,1,1,1,1,1,1,1,1,1,1,10
2137508,908,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,1,1,10
2137559,116,36,NY,81,QUEENS,1,1,1,1,1,1,1,1,1,1,10
2137965,294,45,SC,19,CHARLESTON,1,1,1,1,1,1,0,0,0,0,6
2138771,298,45,SC,3,AIKEN,1,1,1,1,1,1,1,1,1,1,10
2138798,334,12,FL,99,PALM BEACH,1,1,1,1,1,1,1,1,1,1,10
2139315,484,26,MI,125,OAKLAND,1,1,1,1,1,1,1,1,1,1,10
2139528,890,32,NV,3,CLARK,1,1,1,1,1,1,0,0,0,0,6
2139980,272,37,NC,1,ALAMANCE,1,1,1,1,1,1,1,1,1,1,10
2140334,850,4,AZ,13,MARICOPA,1,1,1,1,1,1,0,0,0,0,6
2140737,381,47,TN,157,SHELBY,1,1,1,1,1,1,1,1,1,1,10
2140909,752,48,TX,121,DENTON,1,1,1,1,1,1,1,1,1,1,10
2141180,572,46,SD,29,CODINGTON,1,1,1,1,1,1,0,0,0,0,6
2141312,770,48,TX,201,HARRIS,1,1,1,1,1,1,1,1,1,1,10
2141380,193,42,PA,29,CHESTER,1,1,1,1,1,1,1,1,1,1,10
2141543,358,1,AL,89,MADISON,1,1,1,1,1,1,0,0,0,0,6
2141574,282,37,NC,119,MECKLENBURG,1,1,1,1,1,1,1,1,1,1,10
2141678,856,4,AZ,19,PIMA,1,1,1,1,1,1,1,1,1,1,10
2141792,20,25,MA,5,BRISTOL,1,1,1,1,1,1,1,1,1,1,10
2142118,770,48,TX,201,HARRIS,1,1,1,1,1,1,1,1,1,1,10
2142127,956,6,CA,67,SACRAMENTO,1,1,1,1,1,1,1,1,1,1,10
2142185,207,24,MD,33,PRNC GEORGES,1,1,1,1,1,1,1,1,1,1,10
2142235,640,29,MO,95,JACKSON,1,1,1,1,1,1,1,1,1,1,10
2142284,262,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2142512,553,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2142751,60,9,CT,13,TOLLAND,1,1,1,1,1,1,1,1,1,1,10
2143069,658,29,MO,77,GREENE,1,1,1,1,1,1,1,1,1,1,10
2143186,295,45,SC,41,FLORENCE,1,1,1,1,1,1,1,1,1,1,10
2143336,802,8,CO,59,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2143798,190,42,PA,45,DELAWARE,1,1,1,1,1,1,1,1,1,1,10
2143874,469,18,IN,67,HOWARD,1,1,1,1,1,1,1,1,1,1,10
2144200,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2144762,800,8,CO,5,ARAPAHOE,1,1,1,1,1,1,1,1,1,1,10
2144816,283,37,NC,155,ROBESON,1,1,1,1,1,1,0,0,0,0,6
2144862,431,39,OH,47,FAYETTE,1,1,1,1,1,1,1,1,1,1,10
2144957,735,40,OK,31,COMANCHE,1,1,1,1,1,1,1,1,1,1,10
2145134,953,6,CA,99,STANISLAUS,1,1,1,1,1,1,1,1,1,1,10
2145812,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2146007,300,13,GA,67,COBB,1,1,1,1,1,1,1,1,1,0,9
2146157,342,12,FL,115,SARASOTA,1,1,1,1,1,1,1,1,1,1,10
2146410,282,37,NC,119,MECKLENBURG,1,1,1,1,1,1,1,1,1,1,10
2146746,150,42,PA,3,ALLEGHENY,1,1,1,1,1,1,1,1,1,1,10
2146831,284,37,NC,129,NEW HANOVER,1,1,1,1,1,1,1,1,1,1,10
2147357,908,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,0,0,8
2147424,209,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2147619,303,13,GA,121,FULTON,1,1,1,1,1,1,1,1,1,0,9
2147846,959,6,CA,7,BUTTE,1,1,1,1,1,1,1,1,1,1,10
2148280,972,41,OR,5,CLACKAMAS,1,1,1,1,1,1,1,1,1,1,10
2149286,451,39,OH,15,BROWN,1,1,1,1,1,1,1,1,1,1,10
2149439,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,0,0,0,0,6
2150517,171,42,PA,43,DAUPHIN,1,1,1,1,1,1,1,1,1,1,10
2150745,229,51,VA,3,ALBEMARLE,1,1,1,1,1,1,1,1,1,1,10
2150861,309,13,GA,245,RICHMOND,1,1,1,1,1,1,1,1,1,1,10
2151454,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2151993,994,53,WA,3,ASOTIN,1,1,1,1,1,1,1,1,1,1,10
2153066,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2153235,190,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2153279,298,45,SC,3,AIKEN,1,1,1,1,1,1,1,1,0,0,8
2153872,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2154777,378,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2154891,295,45,SC,51,HORRY,1,1,1,1,1,1,1,1,1,1,10
2154918,334,12,FL,99,PALM BEACH,1,1,1,1,1,1,0,0,0,0,6
2156082,300,13,GA,135,GWINNETT,1,1,1,1,1,1,1,1,1,0,9
2156167,388,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
2156444,802,8,CO,31,DENVER,1,1,1,1,1,1,1,1,1,1,10
2156485,757,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2156612,604,17,IL,31,COOK,1,1,1,1,1,1,1,1,1,1,10
2157598,797,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2157952,674,20,KS,123,MITCHELL,1,1,1,1,1,1,1,1,1,1,10
2158115,285,37,NC,31,CARTERET,1,1,1,1,1,1,1,1,1,1,10
2158305,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2158355,975,41,OR,33,JOSEPHINE,1,1,1,1,1,1,1,1,1,1,10
2158464,530,55,WI,55,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2158682,785,48,TX,61,CAMERON,1,1,1,1,1,1,1,1,1,1,10
2159344,503,19,IA,153,POLK,1,1,1,1,1,1,1,1,1,1,10
2159514,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,0,0,0,0,6
2160294,553,27,MN,53,HENNEPIN,1,1,1,1,1,1,1,1,1,1,10
2160936,285,37,NC,31,CARTERET,1,1,1,1,1,1,1,1,1,1,10
2161126,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2161693,10,25,MA,13,HAMPDEN,1,1,1,1,1,1,1,1,1,1,10
2162309,704,22,LA,103,ST TAMMANY,1,1,1,1,1,1,1,1,1,1,10
2162712,297,45,SC,21,CHEROKEE,1,1,1,1,1,1,1,1,1,1,10
2162798,296,45,SC,45,GREENVILLE,1,1,1,1,1,1,1,1,1,1,10
2162951,350,1,AL,73,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2163304,60,9,CT,3,HARTFORD,1,1,1,1,1,1,1,1,1,1,10
2163518,606,17,IL,31,COOK,1,1,1,1,1,1,1,1,1,1,10
2163622,656,29,MO,213,TANEY,1,1,1,1,1,1,1,1,1,1,10
2164350,209,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2164563,278,37,NC,127,NASH,1,1,1,1,1,1,1,1,1,1,10
2165052,471,18,IN,43,FLOYD,1,1,1,1,1,1,1,1,1,1,10
2165089,853,4,AZ,13,MARICOPA,1,1,1,1,1,1,1,1,1,1,10
2165225,440,39,OH,93,LORAIN,1,1,1,1,1,1,1,1,1,1,10
2165455,544,55,WI,141,WOOD,1,1,1,1,1,1,1,1,1,1,10
2165533,441,39,OH,35,CUYAHOGA,1,1,1,1,1,1,1,1,1,1,10
2165741,208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2165772,294,45,SC,15,BERKELEY,1,1,1,1,1,1,1,1,1,1,10
2166012,770,48,TX,201,HARRIS,1,1,1,1,1,1,1,1,1,1,10
2166778,376,47,TN,179,WASHINGTON,1,1,1,1,1,1,1,1,1,1,10
2167384,385,47,TN,141,PUTNAM,1,1,1,1,1,1,1,1,1,1,10
2167643,433,39,OH,101,MARION,1,1,1,1,1,1,1,1,1,1,10
2167977,210,24,MD,3,ANNE ARUNDEL,1,1,1,1,1,1,1,1,1,1,10
2168527,850,4,AZ,13,MARICOPA,1,1,1,1,1,1,1,1,1,1,10
2168757,32,33,NH,9,GRAFTON,1,1,1,1,1,1,1,1,1,1,10
2169023,334,12,FL,99,PALM BEACH,1,1,1,1,1,1,1,1,1,1,10
2169436,857,4,AZ,19,PIMA,1,1,1,1,1,1,1,1,1,1,10
2169802,325,12,FL,33,ESCAMBIA,1,1,1,1,1,1,0,0,0,0,6
2170205,352,1,AL,73,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2170395,210,24,MD,25,HARFORD,1,1,1,1,1,1,1,1,1,1,10
2171365,782,48,TX,29,BEXAR,1,1,1,1,1,1,1,1,1,1,10
2171673,972,41,OR,5,CLACKAMAS,1,1,1,1,1,1,1,1,1,1,10
2171768,752,48,TX,113,DALLAS,1,1,1,1,1,1,1,1,1,1,10
2171921,638,29,MO,69,DUNKLIN,1,1,1,1,1,1,1,1,1,1,10
2171940,960,6,CA,89,SHASTA,1,1,1,1,1,1,1,1,1,1,10
2171971,986,53,WA,11,CLARK,1,1,1,1,1,1,1,1,1,1,10
2172057,982,53,WA,61,SNOHOMISH,1,1,1,1,1,1,1,1,1,1,10
2172171,785,48,TX,215,HIDALGO,1,1,1,1,1,1,1,1,1,1,10
2172487,469,18,IN,103,MIAMI,1,1,1,1,1,1,1,1,1,0,9
2172813,210,24,MD,25,HARFORD,1,1,1,1,1,1,1,1,1,1,10
2172863,232,51,VA,87,HENRICO,1,1,1,1,1,1,1,0,0,0,7
2172999,250,54,WV,39,KANAWHA,1,1,1,1,1,1,1,1,1,1,10
2173026,287,37,NC,21,BUNCOMBE,1,1,1,1,1,1,1,1,1,1,10
2173402,260,54,WV,29,HANCOCK,1,1,1,1,1,1,0,0,0,0,6
2173429,287,37,NC,89,HENDERSON,1,1,1,1,1,1,0,0,0,0,6
2174186,773,48,TX,339,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2174896,774,48,TX,15,AUSTIN,1,1,1,1,1,1,1,1,1,1,10
2175231,210,24,MD,25,HARFORD,1,1,1,1,1,1,0,0,0,0,6
2175733,793,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2176191,802,8,CO,59,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2176883,295,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
2177247,900,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,1,1,10
2177441,365,1,AL,3,BALDWIN,1,1,1,1,1,1,1,1,1,1,10
2177459,331,12,FL,86,MIAMI-DADE,1,1,1,1,1,1,1,1,1,1,10
2177536,30,33,NH,11,HILLSBOROUGH,1,1,1,1,1,1,1,1,1,1,10
2177813,152,42,PA,3,ALLEGHENY,1,1,1,1,1,1,1,1,1,1,10
2178053,900,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,1,1,10
2178265,329,12,FL,9,BREVARD,1,1,1,1,1,1,0,0,0,0,6
2178419,977,41,OR,17,DESCHUTES,1,1,1,1,1,1,1,1,1,0,9
2178455,210,24,MD,5,BALTIMORE,1,1,1,1,1,1,1,1,1,1,10
2178456,762,48,TX,121,DENTON,1,1,1,1,1,1,1,1,1,1,10
2178524,973,41,OR,53,POLK,1,1,1,1,1,1,1,1,1,1,10
2178641,200,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2179474,352,1,AL,73,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2179665,758,48,TX,1,ANDERSON,1,1,1,1,1,1,1,1,1,1,10
2181059,289,37,NC,39,CHEROKEE,1,1,1,1,1,1,1,1,1,1,10
2181277,808,8,CO,41,EL PASO,1,1,1,1,1,1,1,1,1,1,10
2181873,799,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
2181892,352,1,AL,73,JEFFERSON,1,1,1,1,1,1,0,0,0,0,6
2181930,19,25,MA,9,ESSEX,1,1,1,1,1,1,1,1,1,1,10
2182486,384,47,TN,119,MAURY,1,1,1,1,1,1,1,1,1,1,10
2183210,773,48,TX,339,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2183438,281,37,NC,7,ANSON,1,1,1,1,1,1,1,1,1,1,10
2183694,210,24,MD,25,HARFORD,1,1,1,1,1,1,0,0,0,0,6
2183695,290,45,SC,55,KERSHAW,1,1,1,1,1,1,1,1,1,1,10
2183907,292,45,SC,79,RICHLAND,1,1,1,1,1,1,1,1,1,1,10
2184501,731,40,OK,109,OKLAHOMA,1,1,1,1,1,1,1,1,1,1,10
2185257,473,18,IN,65,HENRY,1,1,1,1,1,1,1,1,1,1,10
2185288,314,13,GA,51,CHATHAM,1,1,1,1,1,1,1,1,1,1,10
2185538,641,29,MO,95,JACKSON,1,1,1,1,1,1,1,1,1,1,10
2185546,334,12,FL,99,PALM BEACH,1,1,1,1,1,1,1,1,1,1,10
2185710,100,36,NY,61,NEW YORK,1,1,1,1,1,1,1,1,1,1,10
2185922,282,37,NC,119,MECKLENBURG,1,1,1,1,1,1,1,1,1,1,10
2186085,366,1,AL,97,MOBILE,1,1,1,1,1,1,1,1,1,1,10
2186113,110,36,NY,59,NASSAU,1,1,1,1,1,1,1,1,1,1,10
2186344,577,46,SD,103,PENNINGTON,1,1,1,1,1,1,1,1,1,1,10
2186710,281,37,NC,45,CLEVELAND,1,1,1,1,1,1,0,0,0,0,6
2187793,191,42,PA,101,PHILADELPHIA,1,1,1,1,1,1,1,1,1,1,10
2187801,470,18,IN,29,DEARBORN,1,1,1,1,1,1,0,0,0,0,6
2188046,857,4,AZ,19,PIMA,1,1,1,1,1,1,1,1,1,1,10
2188109,275,37,NC,69,FRANKLIN,1,1,1,1,1,1,1,1,1,1,10
2188340,314,13,GA,51,CHATHAM,1,1,1,1,1,1,1,1,1,1,10
2188359,112,36,NY,47,KINGS,1,1,1,1,1,1,1,1,1,1,10
2188512,240,51,VA,121,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
2188530,210,24,MD,27,HOWARD,1,1,1,1,1,1,0,0,0,0,6
2188531,283,37,NC,155,ROBESON,1,1,1,1,1,1,1,1,1,1,10
2188657,113,36,NY,81,QUEENS,1,1,1,1,1,1,0,0,0,0,6
2189178,228,51,VA,165,ROCKINGHAM,1,1,1,1,1,1,1,1,1,1,10
2189979,334,12,FL,99,PALM BEACH,1,1,1,1,1,1,1,1,1,1,10
2190061,956,6,CA,67,SACRAMENTO,1,1,1,1,1,1,1,1,1,1,10
2190143,271,37,NC,67,FORSYTH,1,1,1,1,1,1,1,1,1,1,10
2190278,902,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,0,0,0,7
2190374,448,39,OH,43,ERIE,1,1,1,1,1,1,1,1,1,1,10
2190470,321,12,FL,127,VOLUSIA,1,1,1,1,1,1,1,1,1,1,10
2190949,672,20,KS,173,SEDGWICK,1,1,1,1,1,1,1,1,1,1,10
2191351,210,24,MD,27,HOWARD,1,1,1,1,1,1,1,1,1,1,10
2191352,402,21,KY,111,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
2191755,713,22,LA,79,RAPIDES,1,1,1,1,1,1,1,1,1,1,10
2191881,100,36,NY,61,NEW YORK,1,1,1,1,1,1,1,1,1,1,10
2192158,711,22,LA,17,CADDO,1,1,1,1,1,1,1,1,1,1,10
2193367,483,26,MI,125,OAKLAND,1,1,1,1,1,1,1,1,1,1,10
2193751,275,37,NC,191,WAYNE,1,1,1,1,1,1,0,0,0,0,6
2194960,244,51,VA,15,AUGUSTA,1,1,1,1,1,1,1,1,1,1,10
2195191,374,47,TN,65,HAMILTON,1,1,1,1,1,1,1,1,1,1,10
2195594,287,37,NC,111,MCDOWELL,1,1,1,1,1,1,1,1,1,1,10
2195766,275,37,NC,135,ORANGE,1,1,1,1,1,1,1,1,1,1,10
2196572,275,37,NC,101,JOHNSTON,1,1,1,1,1,1,1,1,1,1,10
2196699,322,12,FL,31,DUVAL,1,1,1,1,1,1,1,1,1,1,10
2196975,277,37,NC,63,DURHAM,1,1,1,1,1,1,1,1,0,0,8
2197012,313,13,GA,29,BRYAN,1,1,1,1,1,1,1,1,1,1,10
2197781,275,37,NC,135,ORANGE,1,1,1,1,1,1,1,1,1,1,10
2197818,278,37,NC,195,WILSON,1,1,1,1,1,1,1,1,1,1,10
2198184,272,37,NC,135,ORANGE,1,1,1,1,1,1,1,1,1,1,10
2198397,366,1,AL,97,MOBILE,1,1,1,1,1,1,1,1,1,0,9
2198532,782,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2198587,280,37,NC,25,CABARRUS,1,1,1,1,1,1,1,1,1,1,10
2198624,244,51,VA,165,ROCKINGHAM,1,1,1,1,1,1,1,1,1,1,10
2199203,366,1,AL,97,MOBILE,1,1,1,1,1,1,1,1,1,1,10
2199298,515,19,IA,165,SHELBY,1,1,1,1,1,1,1,1,1,1,10
2199624,278,37,NC,147,PITT,1,1,1,1,1,1,1,1,1,1,10
2199701,687,31,NE,43,DAKOTA,1,1,1,1,1,1,1,1,1,1,10
2199796,240,51,VA,161,ROANOKE,1,1,1,1,1,1,1,1,1,1,10
2200036,152,42,PA,3,ALLEGHENY,1,1,1,1,1,1,1,1,1,1,10
2200218,391,28,MS,149,WARREN,1,1,1,1,1,1,1,1,1,1,10
2200286,183,42,PA,89,MONROE,1,1,1,1,1,1,1,1,1,1,10
2200602,278,37,NC,195,WILSON,1,1,1,1,1,1,1,1,1,1,10
2200833,284,37,NC,129,NEW HANOVER,1,1,1,1,1,1,1,1,1,1,10
2200870,201,51,VA,153,PRNC WILLIAM,1,1,1,1,1,1,1,1,1,1,10
2201024,891,32,NV,3,CLARK,1,1,1,1,1,1,1,1,1,1,10
2201186,60,9,CT,5,LITCHFIELD,1,1,1,1,1,1,1,1,1,1,10
2201466,800,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
2201639,295,45,SC,51,HORRY,1,1,1,1,1,1,1,1,1,1,10
2201657,928,6,CA,59,ORANGE,1,1,1,1,1,1,1,1,1,1,10
2201829,210,24,MD,27,HOWARD,1,1,1,1,1,1,1,1,1,1,10
2202232,210,24,MD,27,HOWARD,1,1,1,1,1,1,0,0,0,0,6
2203242,112,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2203614,113,36,NY,81,QUEENS,1,1,1,1,1,1,1,1,1,1,10
2203694,324,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2203845,871,35,NM,1,BERNALILLO,1,1,1,1,1,1,1,1,1,1,10
2204057,291,45,SC,85,SUMTER,1,1,1,1,1,1,1,1,1,1,10
2204492,297,45,SC,91,YORK,1,1,1,1,1,1,1,1,1,1,10
2204727,471,18,IN,19,CLARK,1,1,1,1,1,1,1,1,1,1,10
2204882,575,46,SD,123,TRIPP,1,1,1,1,1,1,1,1,1,1,10
2205054,685,31,NE,109,LANCASTER,1,1,1,1,1,1,1,1,1,1,10
